Date,Article DOI
2018-06-13T00:00:00.000Z,10.1101/183301
2018-06-13T00:00:00.000Z,10.1101/255745
2018-06-13T00:00:00.000Z,10.1101/255802
2018-06-14T00:00:00.000Z,10.1101/286310
2018-06-15T00:00:00.000Z,10.1101/274860
2018-06-18T00:00:00.000Z,10.1101/224758
2018-06-18T00:00:00.000Z,10.1101/246744
2018-06-19T00:00:00.000Z,10.1101/143826
2018-06-19T00:00:00.000Z,10.1101/219022
2018-06-19T00:00:00.000Z,10.1101/233718
2018-06-20T00:00:00.000Z,10.1101/253096
2018-06-20T00:00:00.000Z,10.1101/294538
2018-06-21T00:00:00.000Z,10.1101/350421
2018-06-22T00:00:00.000Z,10.1101/202374
2018-06-22T00:00:00.000Z,10.1101/204784
2018-06-25T00:00:00.000Z,10.1101/257451
2018-06-25T00:00:00.000Z,10.1101/282384
2018-06-26T00:00:00.000Z,10.1101/230128
2018-06-26T00:00:00.000Z,10.1101/231696
2018-06-26T00:00:00.000Z,10.1101/233577
2018-06-26T00:00:00.000Z,10.1101/273755
2018-06-26T00:00:00.000Z,10.1101/273912
2018-06-26T00:00:00.000Z,10.1101/277335
2018-06-26T00:00:00.000Z,10.1101/291336
2018-06-27T00:00:00.000Z,10.1101/199836
2018-06-28T00:00:00.000Z,10.1101/249417
2018-07-02T00:00:00.000Z,10.1101/161133
2018-07-02T00:00:00.000Z,10.1101/268409
2018-07-02T00:00:00.000Z,10.1101/317339
2018-07-03T00:00:00.000Z,10.1101/213074
2018-07-03T00:00:00.000Z,10.1101/217422
2018-07-03T00:00:00.000Z,10.1101/276436
2018-07-04T00:00:00.000Z,10.1101/226803
2018-07-04T00:00:00.000Z,10.1101/281774
2018-07-10T00:00:00.000Z,10.1101/163394
2018-07-10T00:00:00.000Z,10.1101/189506
2018-07-10T00:00:00.000Z,10.1101/196279
2018-07-10T00:00:00.000Z,10.1101/240549
2018-07-10T00:00:00.000Z,10.1101/340869
2018-07-11T00:00:00.000Z,10.1101/151738
2018-07-12T00:00:00.000Z,10.1101/286955
2018-07-13T00:00:00.000Z,10.1101/287367
2018-07-16T00:00:00.000Z,10.1101/209163
2018-07-16T00:00:00.000Z,10.1101/312314
2018-07-17T00:00:00.000Z,10.1101/208447
2018-07-17T00:00:00.000Z,10.1101/242552
2018-07-17T00:00:00.000Z,10.1101/268458
2018-07-17T00:00:00.000Z,10.1101/289827
2018-07-17T00:00:00.000Z,10.1101/293233
2018-07-17T00:00:00.000Z,10.1101/308957
2018-07-18T00:00:00.000Z,10.1101/237479
2018-07-18T00:00:00.000Z,10.1101/242057
2018-07-19T00:00:00.000Z,10.1101/264549
2018-07-19T00:00:00.000Z,10.1101/281741
2018-07-20T00:00:00.000Z,10.1101/215368
2018-07-20T00:00:00.000Z,10.1101/296699
2018-07-23T00:00:00.000Z,10.1101/311431
2018-07-25T00:00:00.000Z,10.1101/189407
2018-07-25T00:00:00.000Z,10.1101/191197
2018-07-25T00:00:00.000Z,10.1101/198317
2018-07-25T00:00:00.000Z,10.1101/276212
2018-07-25T00:00:00.000Z,10.1101/303800
2018-07-25T00:00:00.000Z,10.1101/316679
2018-07-26T00:00:00.000Z,10.1101/232140
2018-07-27T00:00:00.000Z,10.1101/274464
2018-07-27T00:00:00.000Z,10.1101/277251
2018-07-31T00:00:00.000Z,10.1101/235267
2018-07-31T00:00:00.000Z,10.1101/238352
2018-07-31T00:00:00.000Z,10.1101/259424
2018-07-31T00:00:00.000Z,10.1101/327072
2018-08-02T00:00:00.000Z,10.1101/339556
2018-08-03T00:00:00.000Z,10.1101/130716
2018-08-03T00:00:00.000Z,10.1101/238097
2018-08-06T00:00:00.000Z,10.1101/278499
2018-08-06T00:00:00.000Z,10.1101/287151
2018-08-06T00:00:00.000Z,10.1101/290874
2018-08-06T00:00:00.000Z,10.1101/300525
2018-08-07T00:00:00.000Z,10.1101/151365
2018-08-07T00:00:00.000Z,10.1101/246116
2018-08-08T00:00:00.000Z,10.1101/317651
2018-08-09T00:00:00.000Z,10.1101/263954
2018-08-09T00:00:00.000Z,10.1101/322289
2018-08-09T00:00:00.000Z,10.1101/331165
2018-08-09T00:00:00.000Z,10.1101/337337
2018-08-10T00:00:00.000Z,10.1101/272591
2018-08-10T00:00:00.000Z,10.1101/301093
2018-08-10T00:00:00.000Z,10.1101/323584
2018-08-13T00:00:00.000Z,10.1101/261578
2018-08-14T00:00:00.000Z,10.1101/254326
2018-08-14T00:00:00.000Z,10.1101/286724
2018-08-14T00:00:00.000Z,10.1101/303719
2018-08-14T00:00:00.000Z,10.1101/340802
2018-08-15T00:00:00.000Z,10.1101/319772
2018-08-16T00:00:00.000Z,10.1101/284059
2018-08-17T00:00:00.000Z,10.1101/184432
2018-08-17T00:00:00.000Z,10.1101/316307
2018-08-17T00:00:00.000Z,10.1101/331223
2018-08-17T00:00:00.000Z,10.1101/381897
2018-08-20T00:00:00.000Z,10.1101/294603
2018-08-21T00:00:00.000Z,10.1101/298448
2018-08-21T00:00:00.000Z,10.1101/307660
2018-08-22T00:00:00.000Z,10.1101/189035
2018-08-22T00:00:00.000Z,10.1101/353789
2018-08-24T00:00:00.000Z,10.1101/245316
2018-08-24T00:00:00.000Z,10.1101/296525
2018-08-28T00:00:00.000Z,10.1101/313106
2018-08-29T00:00:00.000Z,10.1101/245373
2018-08-29T00:00:00.000Z,10.1101/348243
2018-08-30T00:00:00.000Z,10.1101/284034
2018-09-03T00:00:00.000Z,10.1101/296350
2018-09-03T00:00:00.000Z,10.1101/312488
2018-09-03T00:00:00.000Z,10.1101/393603
2018-09-04T00:00:00.000Z,10.1101/246215
2018-09-04T00:00:00.000Z,10.1101/266163
2018-09-04T00:00:00.000Z,10.1101/320473
2018-09-06T00:00:00.000Z,10.1101/252148
2018-09-07T00:00:00.000Z,10.1101/214775
2018-09-07T00:00:00.000Z,10.1101/250332
2018-09-07T00:00:00.000Z,10.1101/259846
2018-09-07T00:00:00.000Z,10.1101/309732
2018-09-10T00:00:00.000Z,10.1101/200774
2018-09-10T00:00:00.000Z,10.1101/292607
2018-09-10T00:00:00.000Z,10.1101/301234
2018-09-11T00:00:00.000Z,10.1101/244434
2018-09-11T00:00:00.000Z,10.1101/334607
2018-09-13T00:00:00.000Z,10.1101/290353
2018-09-13T00:00:00.000Z,10.1101/316364
2018-09-17T00:00:00.000Z,10.1101/166819
2018-09-19T00:00:00.000Z,10.1101/330654
2018-09-20T00:00:00.000Z,10.1101/246256
2018-09-20T00:00:00.000Z,10.1101/297424
2018-09-20T00:00:00.000Z,10.1101/297895
2018-09-20T00:00:00.000Z,10.1101/300251
2018-09-20T00:00:00.000Z,10.1101/389098
2018-09-24T00:00:00.000Z,10.1101/224337
2018-09-24T00:00:00.000Z,10.1101/343483
2018-09-25T00:00:00.000Z,10.1101/336016
2018-09-25T00:00:00.000Z,10.1101/350413
2018-09-26T00:00:00.000Z,10.1101/282376
2018-09-26T00:00:00.000Z,10.1101/292706
2018-09-27T00:00:00.000Z,10.1101/216150
2018-09-27T00:00:00.000Z,10.1101/397992
2018-09-27T00:00:00.000Z,10.1101/413658
2018-10-01T00:00:00.000Z,10.1101/233338
2018-10-02T00:00:00.000Z,10.1101/238048
2018-10-02T00:00:00.000Z,10.1101/346650
2018-10-03T00:00:00.000Z,10.1101/295972
2018-10-03T00:00:00.000Z,10.1101/324194
2018-10-03T00:00:00.000Z,10.1101/353078
2018-10-03T00:00:00.000Z,10.1101/359166
2018-10-05T00:00:00.000Z,10.1101/306647
2018-10-09T00:00:00.000Z,10.1101/252189
2018-10-09T00:00:00.000Z,10.1101/330324
2018-10-09T00:00:00.000Z,10.1101/352419
2018-10-10T00:00:00.000Z,10.1101/242651
2018-10-12T00:00:00.000Z,10.1101/317107
2018-10-12T00:00:00.000Z,10.1101/320135
2018-10-12T00:00:00.000Z,10.1101/326942
2018-10-12T00:00:00.000Z,10.1101/333948
2018-10-12T00:00:00.000Z,10.1101/381921
2018-10-15T00:00:00.000Z,10.1101/212696
2018-10-15T00:00:00.000Z,10.1101/251694
2018-10-15T00:00:00.000Z,10.1101/322057
2018-10-15T00:00:00.000Z,10.1101/367805
2018-10-16T00:00:00.000Z,10.1101/125419
2018-10-16T00:00:00.000Z,10.1101/237586
2018-10-16T00:00:00.000Z,10.1101/253872
2018-10-16T00:00:00.000Z,10.1101/264101
2018-10-16T00:00:00.000Z,10.1101/299644
2018-10-16T00:00:00.000Z,10.1101/355651
2018-10-17T00:00:00.000Z,10.1101/301853
2018-10-18T00:00:00.000Z,10.1101/376202
2018-10-22T00:00:00.000Z,10.1101/174367
2018-10-24T00:00:00.000Z,10.1101/207696
2018-10-24T00:00:00.000Z,10.1101/360107
2018-10-25T00:00:00.000Z,10.1101/219956
2018-10-25T00:00:00.000Z,10.1101/353490
2018-10-26T00:00:00.000Z,10.1101/260455
2018-10-26T00:00:00.000Z,10.1101/279158
2018-10-29T00:00:00.000Z,10.1101/347427
2018-10-30T00:00:00.000Z,10.1101/200972
2018-10-30T00:00:00.000Z,10.1101/236364
2018-10-30T00:00:00.000Z,10.1101/334599
2018-10-30T00:00:00.000Z,10.1101/385039
2018-11-01T00:00:00.000Z,10.1101/408716
2018-11-01T00:00:00.000Z,10.1101/408732
2018-11-02T00:00:00.000Z,10.1101/064956
2018-11-02T00:00:00.000Z,10.1101/350819
2018-11-05T00:00:00.000Z,10.1101/337964
2018-11-05T00:00:00.000Z,10.1101/353524
2018-11-09T00:00:00.000Z,10.1101/421123
2018-11-12T00:00:00.000Z,10.1101/372748
2018-11-13T00:00:00.000Z,10.1101/283150
2018-11-13T00:00:00.000Z,10.1101/318675
2018-11-13T00:00:00.000Z,10.1101/340026
2018-11-13T00:00:00.000Z,10.1101/565226
2018-11-14T00:00:00.000Z,10.1101/344135
2018-11-19T00:00:00.000Z,10.1101/380774
2018-11-19T00:00:00.000Z,10.1101/391342
2018-11-19T00:00:00.000Z,10.1101/470419
2018-11-20T00:00:00.000Z,10.1101/311381
2018-11-20T00:00:00.000Z,10.1101/397000
2018-11-20T00:00:00.000Z,10.1101/398925
2018-11-21T00:00:00.000Z,10.1101/320499
2018-11-21T00:00:00.000Z,10.1101/455634
2018-11-22T00:00:00.000Z,10.1101/366344
2018-11-23T00:00:00.000Z,10.1101/166413
2018-11-26T00:00:00.000Z,10.1101/274191
2018-11-26T00:00:00.000Z,10.1101/323741
2018-11-26T00:00:00.000Z,10.1101/366500
2018-11-27T00:00:00.000Z,10.1101/328385
2018-11-27T00:00:00.000Z,10.1101/341560
2018-11-27T00:00:00.000Z,10.1101/422725
2018-11-28T00:00:00.000Z,10.1101/395830
2018-11-28T00:00:00.000Z,10.1101/396671
2018-11-28T00:00:00.000Z,10.1101/462432
2018-11-29T00:00:00.000Z,10.1101/306472
2018-12-03T00:00:00.000Z,10.1101/253740
2018-12-05T00:00:00.000Z,10.1101/376186
2018-12-06T00:00:00.000Z,10.1101/295105
2018-12-06T00:00:00.000Z,10.1101/325597
2018-12-06T00:00:00.000Z,10.1101/334813
2018-12-06T00:00:00.000Z,10.1101/344937
2018-12-06T00:00:00.000Z,10.1101/363432
2018-12-06T00:00:00.000Z,10.1101/427831
2018-12-07T00:00:00.000Z,10.1101/147223
2018-12-07T00:00:00.000Z,10.1101/180414
2018-12-07T00:00:00.000Z,10.1101/394924
2018-12-10T00:00:00.000Z,10.1101/222281
2018-12-10T00:00:00.000Z,10.1101/222448
2018-12-10T00:00:00.000Z,10.1101/354969
2018-12-10T00:00:00.000Z,10.1101/381160
2018-12-11T00:00:00.000Z,10.1101/186528
2018-12-11T00:00:00.000Z,10.1101/266882
2018-12-11T00:00:00.000Z,10.1101/316539
2018-12-11T00:00:00.000Z,10.1101/325043
2018-12-11T00:00:00.000Z,10.1101/368878
2018-12-11T00:00:00.000Z,10.1101/381319
2018-12-11T00:00:00.000Z,10.1101/420133
2018-12-12T00:00:00.000Z,10.1101/207282
2018-12-12T00:00:00.000Z,10.1101/413724
2018-12-13T00:00:00.000Z,10.1101/266551
2018-12-13T00:00:00.000Z,10.1101/389650
2018-12-13T00:00:00.000Z,10.1101/391789
2018-12-14T00:00:00.000Z,10.1101/213710
2018-12-14T00:00:00.000Z,10.1101/255570
2018-12-17T00:00:00.000Z,10.1101/384859
2018-12-18T00:00:00.000Z,10.1101/216499
2018-12-18T00:00:00.000Z,10.1101/296343
2018-12-18T00:00:00.000Z,10.1101/313536
2018-12-18T00:00:00.000Z,10.1101/326165
2018-12-18T00:00:00.000Z,10.1101/335489
2018-12-18T00:00:00.000Z,10.1101/346718
2018-12-18T00:00:00.000Z,10.1101/372284
2018-12-18T00:00:00.000Z,10.1101/473769
2018-12-19T00:00:00.000Z,10.1101/387555
2018-12-20T00:00:00.000Z,10.1101/321786
2018-12-20T00:00:00.000Z,10.1101/380972
2018-12-21T00:00:00.000Z,10.1101/252817
2018-12-21T00:00:00.000Z,10.1101/331983
2018-12-27T00:00:00.000Z,10.1101/377812
2018-12-28T00:00:00.000Z,10.1101/374405
2018-12-28T00:00:00.000Z,10.1101/384800
2018-12-31T00:00:00.000Z,10.1101/293886
2018-12-31T00:00:00.000Z,10.1101/441923
2019-01-01T00:00:00.000Z,10.1101/416735
2019-01-02T00:00:00.000Z,10.1101/202150
2019-01-02T00:00:00.000Z,10.1101/505669
2019-01-04T00:00:00.000Z,10.1101/332916
2019-01-07T00:00:00.000Z,10.1101/405308
2019-01-08T00:00:00.000Z,10.1101/319806
2019-01-08T00:00:00.000Z,10.1101/335711
2019-01-08T00:00:00.000Z,10.1101/360255
2019-01-08T00:00:00.000Z,10.1101/388132
2019-01-08T00:00:00.000Z,10.1101/398362
2019-01-08T00:00:00.000Z,10.1101/404772
2019-01-08T00:00:00.000Z,10.1101/422220
2019-01-08T00:00:00.000Z,10.1101/428995
2019-01-09T00:00:00.000Z,10.1101/462820
2019-01-10T00:00:00.000Z,10.1101/313171
2019-01-10T00:00:00.000Z,10.1101/410837
2019-01-10T00:00:00.000Z,10.1101/432682
2019-01-11T00:00:00.000Z,10.1101/417907
2019-01-11T00:00:00.000Z,10.1101/429746
2019-01-14T00:00:00.000Z,10.1101/384685
2019-01-14T00:00:00.000Z,10.1101/465781
2019-01-15T00:00:00.000Z,10.1101/323501
2019-01-15T00:00:00.000Z,10.1101/358424
2019-01-15T00:00:00.000Z,10.1101/371427
2019-01-15T00:00:00.000Z,10.1101/417790
2019-01-15T00:00:00.000Z,10.1101/433755
2019-01-15T00:00:00.000Z,10.1101/443689
2019-01-16T00:00:00.000Z,10.1101/277368
2019-01-16T00:00:00.000Z,10.1101/384396
2019-01-16T00:00:00.000Z,10.1101/402404
2019-01-16T00:00:00.000Z,10.1101/420174
2019-01-16T00:00:00.000Z,10.1101/455402
2019-01-17T00:00:00.000Z,10.1101/339564
2019-01-18T00:00:00.000Z,10.1101/319582
2019-01-21T00:00:00.000Z,10.1101/218354
2019-01-22T00:00:00.000Z,10.1101/277095
2019-01-22T00:00:00.000Z,10.1101/410308
2019-01-22T00:00:00.000Z,10.1101/411876
2019-01-22T00:00:00.000Z,10.1101/483537
2019-01-22T00:00:00.000Z,10.1101/490920
2019-01-25T00:00:00.000Z,10.1101/397653
2019-01-25T00:00:00.000Z,10.1101/403790
2019-01-25T00:00:00.000Z,10.1101/432153
2019-01-25T00:00:00.000Z,10.1101/443697
2019-01-28T00:00:00.000Z,10.1101/373357
2019-01-28T00:00:00.000Z,10.1101/431882
2019-01-29T00:00:00.000Z,10.1101/347567
2019-01-29T00:00:00.000Z,10.1101/410332
2019-01-29T00:00:00.000Z,10.1101/447920
2019-01-30T00:00:00.000Z,10.1101/241554
2019-01-31T00:00:00.000Z,10.1101/385278
2019-02-01T00:00:00.000Z,10.1101/383927
2019-02-01T00:00:00.000Z,10.1101/485185
2019-02-04T00:00:00.000Z,10.1101/362509
2019-02-04T00:00:00.000Z,10.1101/382432
2019-02-04T00:00:00.000Z,10.1101/403014
2019-02-04T00:00:00.000Z,10.1101/421040
2019-02-04T00:00:00.000Z,10.1101/428532
2019-02-04T00:00:00.000Z,10.1101/438267
2019-02-04T00:00:00.000Z,10.1101/446179
2019-02-05T00:00:00.000Z,10.1101/273128
2019-02-05T00:00:00.000Z,10.1101/315804
2019-02-05T00:00:00.000Z,10.1101/351312
2019-02-05T00:00:00.000Z,10.1101/367797
2019-02-05T00:00:00.000Z,10.1101/376368
2019-02-05T00:00:00.000Z,10.1101/412353
2019-02-05T00:00:00.000Z,10.1101/413880
2019-02-05T00:00:00.000Z,10.1101/468892
2019-02-05T00:00:00.000Z,10.1101/476911
2019-02-06T00:00:00.000Z,10.1101/229989
2019-02-06T00:00:00.000Z,10.1101/463968
2019-02-06T00:00:00.000Z,10.1101/467530
2019-02-07T00:00:00.000Z,10.1101/392654
2019-02-08T00:00:00.000Z,10.1101/403766
2019-02-08T00:00:00.000Z,10.1101/432112
2019-02-08T00:00:00.000Z,10.1101/440818
2019-02-08T00:00:00.000Z,10.1101/444075
2019-02-08T00:00:00.000Z,10.1101/447276
2019-02-08T00:00:00.000Z,10.1101/518944
2019-02-11T00:00:00.000Z,10.1101/442590
2019-02-11T00:00:00.000Z,10.1101/481820
2019-02-11T00:00:00.000Z,10.1101/495218
2019-02-12T00:00:00.000Z,10.1101/342337
2019-02-12T00:00:00.000Z,10.1101/408450
2019-02-12T00:00:00.000Z,10.1101/507194
2019-02-13T00:00:00.000Z,10.1101/339119
2019-02-13T00:00:00.000Z,10.1101/394460
2019-02-13T00:00:00.000Z,10.1101/410944
2019-02-13T00:00:00.000Z,10.1101/411264
2019-02-13T00:00:00.000Z,10.1101/464024
2019-02-15T00:00:00.000Z,10.1101/303503
2019-02-18T00:00:00.000Z,10.1101/324608
2019-02-18T00:00:00.000Z,10.1101/381376
2019-02-18T00:00:00.000Z,10.1101/442459
2019-02-20T00:00:00.000Z,10.1101/455261
2019-02-20T00:00:00.000Z,10.1101/455287
2019-02-20T00:00:00.000Z,10.1101/476705
2019-02-20T00:00:00.000Z,10.1101/504373
2019-02-20T00:00:00.000Z,10.1101/561175
2019-02-21T00:00:00.000Z,10.1101/402206
2019-02-21T00:00:00.000Z,10.1101/462648
2019-02-22T00:00:00.000Z,10.1101/252841
2019-02-25T00:00:00.000Z,10.1101/388918
2019-02-25T00:00:00.000Z,10.1101/425587
2019-02-25T00:00:00.000Z,10.1101/502344
2019-02-26T00:00:00.000Z,10.1101/248104
2019-02-26T00:00:00.000Z,10.1101/255547
2019-02-26T00:00:00.000Z,10.1101/380527
2019-02-26T00:00:00.000Z,10.1101/388363
2019-02-26T00:00:00.000Z,10.1101/477612
2019-02-26T00:00:00.000Z,10.1101/493817
2019-02-27T00:00:00.000Z,10.1101/319749
2019-02-28T00:00:00.000Z,10.1101/402883
2019-03-01T00:00:00.000Z,10.1101/275420
2019-03-01T00:00:00.000Z,10.1101/369306
2019-03-04T00:00:00.000Z,10.1101/425579
2019-03-05T00:00:00.000Z,10.1101/406520
2019-03-05T00:00:00.000Z,10.1101/438648
2019-03-05T00:00:00.000Z,10.1101/467910
2019-03-05T00:00:00.000Z,10.1101/482737
2019-03-07T00:00:00.000Z,10.1101/366757
2019-03-07T00:00:00.000Z,10.1101/458810
2019-03-11T00:00:00.000Z,10.1101/431197
2019-03-12T00:00:00.000Z,10.1101/351957
2019-03-12T00:00:00.000Z,10.1101/389346
2019-03-12T00:00:00.000Z,10.1101/487579
2019-03-12T00:00:00.000Z,10.1101/507723
2019-03-13T00:00:00.000Z,10.1101/338582
2019-03-13T00:00:00.000Z,10.1101/457077
2019-03-13T00:00:00.000Z,10.1101/462358
2019-03-13T00:00:00.000Z,10.1101/496729
2019-03-15T00:00:00.000Z,10.1101/360743
2019-03-15T00:00:00.000Z,10.1101/452516
2019-03-18T00:00:00.000Z,10.1101/376053
2019-03-18T00:00:00.000Z,10.1101/433060
2019-03-18T00:00:00.000Z,10.1101/456574
2019-03-19T00:00:00.000Z,10.1101/371484
2019-03-19T00:00:00.000Z,10.1101/441469
2019-03-21T00:00:00.000Z,10.1101/354951
2019-03-21T00:00:00.000Z,10.1101/355057
2019-03-22T00:00:00.000Z,10.1101/526657
2019-03-22T00:00:00.000Z,10.1101/537308
2019-03-25T00:00:00.000Z,10.1101/395863
2019-03-25T00:00:00.000Z,10.1101/415190
2019-03-25T00:00:00.000Z,10.1101/477836
2019-03-25T00:00:00.000Z,10.1101/530659
2019-03-26T00:00:00.000Z,10.1101/353136
2019-03-26T00:00:00.000Z,10.1101/437269
2019-03-26T00:00:00.000Z,10.1101/443531
2019-03-26T00:00:00.000Z,10.1101/492165
2019-03-27T00:00:00.000Z,10.1101/062380
2019-03-27T00:00:00.000Z,10.1101/499095
2019-04-01T00:00:00.000Z,10.1101/400432
2019-04-01T00:00:00.000Z,10.1101/497222
2019-04-02T00:00:00.000Z,10.1101/322586
2019-04-02T00:00:00.000Z,10.1101/545285
2019-04-02T00:00:00.000Z,10.1101/580845
2019-04-03T00:00:00.000Z,10.1101/495887
2019-04-04T00:00:00.000Z,10.1101/376228
2019-04-04T00:00:00.000Z,10.1101/420992
2019-04-04T00:00:00.000Z,10.1101/447532
2019-04-04T00:00:00.000Z,10.1101/464412
2019-04-05T00:00:00.000Z,10.1101/424358
2019-04-05T00:00:00.000Z,10.1101/432740
2019-04-05T00:00:00.000Z,10.1101/432864
2019-04-05T00:00:00.000Z,10.1101/438721
2019-04-08T00:00:00.000Z,10.1101/373787
2019-04-08T00:00:00.000Z,10.1101/382895
2019-04-08T00:00:00.000Z,10.1101/402552
2019-04-08T00:00:00.000Z,10.1101/451922
2019-04-08T00:00:00.000Z,10.1101/480202
2019-04-09T00:00:00.000Z,10.1101/379271
2019-04-09T00:00:00.000Z,10.1101/403782
2019-04-09T00:00:00.000Z,10.1101/447151
2019-04-09T00:00:00.000Z,10.1101/495150
2019-04-09T00:00:00.000Z,10.1101/495200
2019-04-10T00:00:00.000Z,10.1101/501338
2019-04-11T00:00:00.000Z,10.1101/454751
2019-04-11T00:00:00.000Z,10.1101/465799
2019-04-15T00:00:00.000Z,10.1101/464867
2019-04-16T00:00:00.000Z,10.1101/382887
2019-04-16T00:00:00.000Z,10.1101/584979
2019-04-17T00:00:00.000Z,10.1101/523266
2019-04-18T00:00:00.000Z,10.1101/474312
2019-04-18T00:00:00.000Z,10.1101/514422
2019-04-23T00:00:00.000Z,10.1101/500322
2019-04-23T00:00:00.000Z,10.1101/501254
2019-04-23T00:00:00.000Z,10.1101/597351
2019-04-24T00:00:00.000Z,10.1101/515643
2019-04-25T00:00:00.000Z,10.1101/190298
2019-04-25T00:00:00.000Z,10.1101/294686
2019-04-25T00:00:00.000Z,10.1101/398370
2019-04-26T00:00:00.000Z,10.1101/426130
2019-04-26T00:00:00.000Z,10.1101/461137
2019-04-26T00:00:00.000Z,10.1101/470609
2019-04-26T00:00:00.000Z,10.1101/478297
2019-04-29T00:00:00.000Z,10.1101/363606
2019-04-29T00:00:00.000Z,10.1101/378521
2019-04-30T00:00:00.000Z,10.1101/344267
2019-04-30T00:00:00.000Z,10.1101/375071
2019-04-30T00:00:00.000Z,10.1101/428565
2019-04-30T00:00:00.000Z,10.1101/474924
2019-04-30T00:00:00.000Z,10.1101/476333
2019-04-30T00:00:00.000Z,10.1101/501528
2019-04-30T00:00:00.000Z,10.1101/512525
2019-05-01T00:00:00.000Z,10.1101/504555
2019-05-03T00:00:00.000Z,10.1101/417873
2019-05-03T00:00:00.000Z,10.1101/437947
2019-05-03T00:00:00.000Z,10.1101/546424
2019-05-03T00:00:00.000Z,10.1101/547224
2019-05-07T00:00:00.000Z,10.1101/392381
2019-05-07T00:00:00.000Z,10.1101/485995
2019-05-07T00:00:00.000Z,10.1101/498873
2019-05-08T00:00:00.000Z,10.1101/520502
2019-05-08T00:00:00.000Z,10.1101/606889
2019-05-09T00:00:00.000Z,10.1101/500579
2019-05-10T00:00:00.000Z,10.1101/330050
2019-05-10T00:00:00.000Z,10.1101/411272
2019-05-13T00:00:00.000Z,10.1101/438994
2019-05-13T00:00:00.000Z,10.1101/485235
2019-05-13T00:00:00.000Z,10.1101/494310
2019-05-13T00:00:00.000Z,10.1101/512467
2019-05-14T00:00:00.000Z,10.1101/339457
2019-05-14T00:00:00.000Z,10.1101/529404
2019-05-14T00:00:00.000Z,10.1101/533919
2019-05-14T00:00:00.000Z,10.1101/538363
2019-05-15T00:00:00.000Z,10.1101/412932
2019-05-15T00:00:00.000Z,10.1101/484139
2019-05-15T00:00:00.000Z,10.1101/545293
2019-05-15T00:00:00.000Z,10.1101/557520
2019-05-15T00:00:00.000Z,10.1101/566489
2019-05-17T00:00:00.000Z,10.1101/403253
2019-05-17T00:00:00.000Z,10.1101/440388
2019-05-17T00:00:00.000Z,10.1101/525782
2019-05-17T00:00:00.000Z,10.1101/617852
2019-05-20T00:00:00.000Z,10.1101/272963
2019-05-20T00:00:00.000Z,10.1101/446922
2019-05-20T00:00:00.000Z,10.1101/459602
2019-05-21T00:00:00.000Z,10.1101/336982
2019-05-21T00:00:00.000Z,10.1101/441592
2019-05-21T00:00:00.000Z,10.1101/444570
2019-05-21T00:00:00.000Z,10.1101/461533
2019-05-22T00:00:00.000Z,10.1101/258970
2019-05-23T00:00:00.000Z,10.1101/412718
2019-05-23T00:00:00.000Z,10.1101/447482
2019-05-23T00:00:00.000Z,10.1101/471490
2019-05-23T00:00:00.000Z,10.1101/509844
2019-05-24T00:00:00.000Z,10.1101/409672
2019-05-24T00:00:00.000Z,10.1101/458570
2019-05-24T00:00:00.000Z,10.1101/512665
2019-05-24T00:00:00.000Z,10.1101/515221
2019-05-24T00:00:00.000Z,10.1101/516088
2019-05-28T00:00:00.000Z,10.1101/383018
2019-05-28T00:00:00.000Z,10.1101/451930
2019-05-28T00:00:00.000Z,10.1101/510032
2019-05-29T00:00:00.000Z,10.1101/527341
2019-05-29T00:00:00.000Z,10.1101/531780
2019-05-29T00:00:00.000Z,10.1101/564690
2019-05-31T00:00:00.000Z,10.1101/526111
2019-06-03T00:00:00.000Z,10.1101/477802
2019-06-03T00:00:00.000Z,10.1101/490698
2019-06-03T00:00:00.000Z,10.1101/629295
2019-06-04T00:00:00.000Z,10.1101/307264
2019-06-04T00:00:00.000Z,10.1101/399766
2019-06-04T00:00:00.000Z,10.1101/512947
2019-06-04T00:00:00.000Z,10.1101/512954
2019-06-04T00:00:00.000Z,10.1101/530287
2019-06-04T00:00:00.000Z,10.1101/545301
2019-06-04T00:00:00.000Z,10.1101/559492
2019-06-06T00:00:00.000Z,10.1101/378711
2019-06-06T00:00:00.000Z,10.1101/413211
2019-06-06T00:00:00.000Z,10.1101/558759
2019-06-07T00:00:00.000Z,10.1101/436592
2019-06-07T00:00:00.000Z,10.1101/523589
2019-06-07T00:00:00.000Z,10.1101/588830
2019-06-10T00:00:00.000Z,10.1101/356436
2019-06-10T00:00:00.000Z,10.1101/517649
2019-06-10T00:00:00.000Z,10.1101/520056
2019-06-10T00:00:00.000Z,10.1101/553198
2019-06-10T00:00:00.000Z,10.1101/578617
2019-06-11T00:00:00.000Z,10.1101/313494
2019-06-11T00:00:00.000Z,10.1101/481960
2019-06-11T00:00:00.000Z,10.1101/495085
2019-06-12T00:00:00.000Z,10.1101/461558
2019-06-13T00:00:00.000Z,10.1101/537860
2019-06-13T00:00:00.000Z,10.1101/628149
2019-06-17T00:00:00.000Z,10.1101/370650
2019-06-17T00:00:00.000Z,10.1101/378414
2019-06-17T00:00:00.000Z,10.1101/403394
2019-06-17T00:00:00.000Z,10.1101/495952
2019-06-17T00:00:00.000Z,10.1101/560425
2019-06-17T00:00:00.000Z,10.1101/598029
2019-06-18T00:00:00.000Z,10.1101/379735
2019-06-19T00:00:00.000Z,10.1101/382440
